2012-13 Class Size by Gender and Selected Population ,,,,,,,,,
Lynn,01630000,"   4,865",  19.3,"     14,144",  47.9,  52.1,  18.8,  15.8,  80.3
Lynnfield,01640000,     784,  20.1,"      2,274",  48.9,  51.1,   0.4,  15.1,   6.9
MATCH Charter Public School (District),04690000,     104,  21.0,        469,  51.2,  48.8,   2.3,  16.6,  76.5
MATCH Community Day Charter Public School (District),04650000,      50,  20.9,        199,  52.8,  47.2,  86.4,  10.6,  88.4
Ma Academy for Math and Science,04680000,      18,  16.7,         50,  42.0,  58.0,   0.0,   0.0,   0.0
Malden,01650000,"   2,658",  20.3,"      6,663",  47.8,  52.2,  19.0,  14.3,  64.3
Manchester Essex Regional,06980000,     581,  18.9,"      1,555",  51.0,  49.0,   0.8,  13.4,   8.5
Mansfield,01670000,"   1,570",  18.2,"      4,532",  49.0,  51.0,   1.0,  16.7,  12.1
Marblehead,01680000,"   1,193",  19.5,"      3,275",  49.3,  50.7,   2.3,  18.4,  10.7
Marblehead Community Charter Public (District),04640000,      91,  21.1,        230,  43.9,  56.1,   0.0,  17.4,   7.8
Marion,01690000,     150,  22.2,        472,  49.8,  50.2,   0.8,  18.0,  13.6
Marlborough,01700000,"   1,912",  17.9,"      4,694",  48.4,  51.6,  13.7,  18.7,  42.6
Marshfield,01710000,"   1,348",  22.3,"      4,559",  48.7,  51.3,   0.3,  15.1,  13.4
Martha's Vineyard Charter (District),04660000,      70,  15.8,        184,  52.2,  47.8,   2.7,  16.3,  27.7
Marthas Vineyard,07000000,     502,  12.4,        685,  47.0,  53.0,   1.9,  18.7,  17.7
Martin Luther King Jr. Charter School of Excellence (District),04920000,     144,  20.1,        362,  44.5,  55.5,   7.2,  14.6,  89.5
Masconomet,07050000,     981,  18.2,"      2,054",  49.8,  50.2,   0.3,  13.8,   3.5
Mashpee,01720000,     815,  15.7,"      1,727",  50.0,  50.0,   2.1,  16.7,  35.0
Mattapoisett,01730000,     142,  17.9,        515,  46.8,  53.2,   1.0,  11.1,  14.4
Maynard,01740000,     640,  16.6,"      1,381",  48.1,  51.9,   1.7,  16.8,  17.7
Medfield,01750000,"   1,343",  19.1,"      2,795",  50.4,  49.6,   0.4,  11.4,   2.7
Medford,01760000,"   2,172",  16.3,"      4,720",  48.8,  51.2,   7.6,  18.3,  37.0
Medway,01770000,"   1,068",  18.8,"      2,488",  49.5,  50.5,   0.3,  14.3,   7.2
Melrose,01780000,"   1,602",  20.3,"      3,696",  49.3,  50.7,   2.5,  15.6,  16.0
Mendon-Upton,07100000,     969,  18.6,"      2,544",  50.4,  49.6,   0.8,  14.5,  10.0
Methuen,01810000,"   2,219",  21.1,"      7,110",  48.3,  51.7,   6.6,  14.0,  42.3
Middleborough,01820000,"   1,104",  19.4,"      3,294",  48.0,  52.0,   0.5,  16.8,  35.5
Middleton,01840000,     325,  16.6,        819,  48.7,  51.3,   0.7,  16.4,   6.2
Milford,01850000,"   1,849",  18.8,"      4,213",  48.7,  51.3,   7.6,  15.0,  30.1
Millbury,01860000,     748,  18.0,"      1,741",  49.9,  50.1,   1.9,  16.8,  28.0
Millis,01870000,     481,  19.2,"      1,459",  47.3,  52.7,   0.4,  11.9,  16.7
Milton,01890000,"   1,339",  18.8,"      3,958",  49.0,  51.0,   1.8,  13.8,  15.0
Minuteman Regional Vocational Technical,08300000,     425,  13.2,        647,  32.1,  67.9,   0.2,  50.4,  29.1
Mohawk Trail,07170000,     517,  12.6,"      1,024",  49.5,  50.5,   0.4,  20.7,  35.2
Monomoy Regional School District,07120000,"   1,316",  13.7,"      1,934",  48.9,  51.1,   3.6,  15.6,  23.9
Monson,01910000,     461,  19.4,"      1,269",  49.8,  50.2,   0.5,  15.4,  29.1
Montachusett Regional Vocational Technical,08320000,     754,  19.4,"      1,408",  46.5,  53.5,   0.4,  15.3,  33.0
Mount Greylock,07150000,     372,  13.2,        563,  49.9,  50.1,   0.9,  11.2,  16.5
Mystic Valley Regional Charter (District),04700000,     669,  25.7,"      1,480",  52.3,  47.7,   0.0,  15.3,  22.5
Nahant,01960000,      19,  17.4,        187,  53.5,  46.5,   0.0,   6.4,   8.0
Nantucket,01970000,     633,  16.7,"      1,398",  48.7,  51.3,   9.3,  15.7,  13.6
Narragansett,07200000,     565,  18.0,"      1,439",  50.3,  49.7,   0.0,  12.5,  33.4
Nashoba,07250000,"   1,399",  19.0,"      3,483",  49.2,  50.8,   0.5,  12.4,   5.1
Nashoba Valley Regional Vocational Technical,08520000,     790,  12.6,        662,  40.6,  59.4,   0.0,  36.1,  25.1
Natick,01980000,"   2,210",  19.5,"      5,116",  49.0,  51.0,   1.5,  14.4,  10.1
Nauset,06600000,"   1,002",  15.7,"      1,542",  50.3,  49.7,   1.2,  14.8,  15.8
Needham,01990000,"   1,834",  19.3,"      5,474",  49.9,  50.1,   1.4,  14.3,   6.2
Neighborhood House Charter (District),04440000,     131,  22.8,        401,  48.6,  51.4,   5.5,  15.7,  70.6
New Bedford,02010000,"   4,723",  16.9,"     13,002",  47.1,  52.9,   5.3,  22.7,  75.0
New Leadership Charter (District),04710000,     282,  14.0,        490,  54.3,  45.7,   3.3,   9.6,  71.8
New Salem-Wendell,07280000,      29,  17.7,        141,  46.1,  53.9,   0.0,  18.4,  51.8
Newburyport,02040000,"   1,138",  17.9,"      2,354",  49.9,  50.1,   0.6,  14.1,   9.0
Newton,02070000,"   5,270",  19.1,"     12,476",  49.2,  50.8,   5.7,  20.0,  11.3
Norfolk,02080000,     213,  21.8,        941,  46.8,  53.2,   0.0,  15.5,   6.0
Norfolk County Agricultural,09150000,     348,  17.8,        486,  68.5,  31.5,   0.0,  13.2,  14.2
North Adams,02090000,     890,  13.6,"      1,568",  49.2,  50.8,   0.8,  25.4,  62.1
North Andover,02110000,"   2,443",  22.0,"      4,802",  48.3,  51.7,   1.7,  13.5,  14.0
North Attleborough,02120000,"   1,538",  18.4,"      4,750",  49.6,  50.4,   1.8,  15.4,  15.5
North Brookfield,02150000,     242,  13.5,        594,  49.7,  50.3,   0.0,  17.5,  38.0
North Central Charter Essential (District),04740000,     382,  12.5,        354,  50.6,  49.4,   5.1,  21.5,  52.3
North Middlesex,07350000,"   1,326",  21.5,"      3,608",  49.7,  50.3,   0.7,  18.1,  18.8
North Reading,02170000,"   1,189",  20.7,"      2,607",  49.8,  50.2,   0.3,  17.3,   8.8
North Shore Regional Vocational Technical,08540000,     633,   9.5,        471,  41.0,  59.0,   0.0,  28.0,  33.8
Northampton,02100000,"   1,308",  16.0,"      2,733",  49.7,  50.3,   2.8,  21.7,  30.6
Northampton-Smith Vocational Agricultural,04060000,     340,  12.3,        420,  40.7,  59.3,   2.1,  38.1,  44.5
Northboro-Southboro,07300000,     734,  17.1,"      1,491",  51.8,  48.2,   0.7,   9.9,   5.4
Northborough,02130000,     663,  17.9,"      1,895",  49.1,  50.9,   5.0,  13.6,   9.1
Northbridge,02140000,"   1,129",  19.0,"      2,651",  48.4,  51.6,   0.9,  16.7,  30.4
Northeast Metropolitan Regional Vocational Technical,08530000,     911,  19.5,"      1,262",  44.8,  55.2,   1.3,  24.4,  51.3
Northern Berkshire Regional Vocational Technical,08510000,     366,  14.2,        488,  40.2,  59.8,   0.0,  13.3,  40.6
Norton,02180000,"   1,259",  18.5,"      2,635",  48.6,  51.4,   0.7,  19.7,  19.7
Norwell,02190000,     954,  18.4,"      2,272",  50.0,  50.0,   0.4,  12.6,   5.1
Norwood,02200000,"   1,357",  17.9,"      3,610",  48.3,  51.7,   6.0,  16.3,  27.8
Oak Bluffs,02210000,     215,  14.2,        401,  49.4,  50.6,   7.7,  23.4,  26.9
Old Colony Regional Vocational Technical,08550000,     310,  14.6,        585,  41.5,  58.5,   0.0,  21.9,  22.4
Old Rochester,07400000,     614,  18.5,"      1,185",  50.2,  49.8,   0.2,  12.0,  11.0
Orange,02230000,     337,  17.9,        690,  47.2,  52.8,   0.0,  19.9,  51.7
Orleans,02240000,     156,  15.7,        212,  48.1,  51.9,   0.0,  20.3,  14.2
Oxford,02260000,     720,  16.8,"      1,981",  48.8,  51.2,   0.4,  14.4,  34.9
Palmer,02270000,     934,  16.3,"      1,587",  48.9,  51.1,   1.0,  18.1,  44.8
Pathfinder Regional Vocational Technical,08600000,     428,  10.8,        636,  38.1,  61.9,   0.2,  29.4,  40.9
Peabody,02290000,"   2,665",  18.0,"      6,010",  47.9,  52.1,   5.0,  18.9,  34.9
Pelham,02300000,      41,  18.6,        133,  51.1,  48.9,   0.8,  24.1,  19.5
Pembroke,02310000,"   1,135",  20.6,"      3,310",  47.7,  52.3,   0.2,  11.7,  14.7
Pentucket,07450000,"   1,065",  19.2,"      2,944",  49.4,  50.6,   0.0,  16.8,  11.4
Petersham,02340000,      24,  16.0,        113,  50.4,  49.6,   0.0,  17.7,  26.5
Phoenix Charter Academy (District),04930000,     500,  10.7,        268,  51.5,  48.5,  23.9,  15.3,  78.0
Pioneer Charter School of Science (District),04940000,     169,  17.9,        353,  49.9,  50.1,   5.4,  11.3,  64.0
Pioneer Valley,07500000,     586,  14.7,"      1,058",  48.0,  52.0,   0.0,  14.9,  29.0
Pioneer Valley Chinese Immersion Charter(District),04970000,      61,  16.4,        278,  55.4,  44.6,   3.6,   7.2,  17.6
Pioneer Valley Performing Arts Charter Public (District),04790000,     436,  11.4,        407,  64.9,  35.1,   0.0,  16.2,  16.2
Pittsfield,02360000,"   2,285",  16.8,"      5,984",  49.0,  51.0,   3.6,  18.4,  57.6
Plainville,02380000,     157,  21.4,        800,  44.5,  55.5,   3.1,  14.9,  14.1
Plymouth,02390000,"   4,102",  17.5,"      8,074",  48.0,  52.0,   0.7,  18.6,  28.4
Plympton,02400000,     106,  16.4,        237,  50.2,  49.8,   0.0,  13.9,  16.0
Prospect Hill Academy Charter (District),04870000,     502,  22.4,"      1,151",  49.8,  50.2,   8.7,  14.9,  60.6
Provincetown,02420000,     105,   9.7,        120,  59.2,  40.8,   5.0,  16.7,  53.3
Quabbin,07530000,"   1,118",  17.9,"      2,601",  49.6,  50.4,   0.1,  17.9,  23.8
Quaboag Regional,07780000,     612,  18.1,"      1,399",  49.2,  50.8,   0.4,  15.6,  43.5
Quincy,02430000,"   3,367",  19.0,"      9,446",  47.9,  52.1,  12.5,  15.2,  50.7
Ralph C Mahar,07550000,     757,  13.2,        709,  49.1,  50.9,   0.3,  14.4,  52.0
Randolph,02440000,     809,  26.9,"      3,035",  46.2,  53.8,  11.8,  20.0,  58.2
Reading,02460000,"   1,644",  19.4,"      4,503",  47.9,  52.1,   0.6,  16.9,   7.7
Revere,02480000,"   4,439",  19.7,"      6,796",  49.9,  50.1,  12.3,  14.3,  75.9
Richmond,02490000,      94,  14.8,        160,  56.9,  43.1,   1.3,   9.4,  20.6
Rising Tide Charter Public (District),04830000,     222,  18.6,        455,  53.0,  47.0,   0.0,  11.4,  11.0
River Valley Charter (District),04820000,      72,  19.4,        288,  55.9,  44.1,   0.0,  13.5,   0.7
Rochester,02500000,     182,  20.5,        530,  45.1,  54.9,   0.4,  16.6,  14.0
Rockland,02510000,     943,  18.3,"      2,256",  46.7,  53.3,   1.5,  16.0,  41.4
Rockport,02520000,     512,  15.5,        933,  48.1,  51.9,   0.4,  17.3,  17.3
Rowe,02530000,      51,   8.9,         57,  63.2,  36.8,   0.0,  19.3,  26.3
Roxbury Preparatory Charter (District),04840000,     150,  25.3,        534,  53.6,  46.4,   3.9,  16.3,  81.8
Sabis International Charter (District),04410000,     567,  25.5,"      1,570",  52.5,  47.5,   2.8,  13.5,  52.7
Salem,02580000,"   2,288",  16.9,"      4,463",  49.9,  50.1,  13.6,  21.9,  60.1
Salem Academy Charter (District),04850000,     236,  16.3,        342,  50.6,  49.4,   4.7,  14.0,  45.3
Salem Community Charter School (District),04670000,      92,   8.8,         64,  51.6,  48.4,  10.9,  35.9,  89.1
Sandwich,02610000,"   1,114",  17.7,"      3,193",  48.6,  51.4,   0.5,  13.6,  12.9
Saugus,02620000,"   1,513",  18.4,"      2,850",  49.2,  50.8,   3.1,  13.5,  34.0
Savoy,02630000,      35,   6.0,         42,  61.9,  38.1,   0.0,  21.4,  31.0
Scituate,02640000,"   1,295",  18.8,"      3,219",  51.2,  48.8,   0.5,  13.8,   9.2
Seekonk,02650000,     772,  18.8,"      2,094",  50.9,  49.1,   1.4,  13.6,  18.4
Seven Hills Charter Public (District),04860000,     294,  23.2,        659,  51.0,  49.0,  23.4,   9.7,  83.6
Sharon,02660000,"   1,549",  18.4,"      3,487",  48.6,  51.4,   2.3,  14.4,   8.1
Shawsheen Valley Regional Vocational Technical,08710000,     514,  17.6,"      1,370",  41.6,  58.4,   0.0,  25.1,  15.2
Sherborn,02690000,     144,  19.0,        410,  51.0,  49.0,   3.4,  15.6,   3.2
Shrewsbury,02710000,"   2,117",  24.0,"      6,153",  50.2,  49.8,   2.5,  14.1,  14.3
Shutesbury,02720000,      51,  14.2,        156,  55.8,  44.2,   0.0,  16.0,  21.2
Silver Hill Horace Mann Charter (District),04770000,     291,  20.4,        576,  53.8,  46.2,   3.6,  15.5,  44.3
Silver Lake,07600000,     711,  20.0,"      1,943",  48.5,  51.5,   0.3,  15.0,  15.5
Smith Leadership Academy Charter Public (District),04190000,     120,  16.5,        220,  61.8,  38.2,   4.5,  15.9,  87.7
Somerset,02730000,     647,  20.4,"      1,858",  47.7,  52.3,   0.3,  15.3,  18.4
Somerset Berkley Regional School District,07630000,     582,  13.6,        941,  50.4,  49.6,   0.0,   8.6,   7.5
Somerville,02740000,"   1,738",  18.0,"      4,946",  47.3,  52.7,  16.5,  20.8,  68.0
South Hadley,02780000,     830,  15.6,"      1,978",  50.6,  49.4,   1.4,  12.6,  32.6
South Middlesex Regional Vocational Technical,08290000,     467,  13.9,        683,  40.3,  59.7,   6.1,  44.2,  72.3
South Shore Charter Public (District),04880000,     263,  17.2,        541,  49.0,  51.0,   5.2,  14.0,  26.4
South Shore Regional Vocational Technical,08730000,     301,  12.8,        587,  38.7,  61.3,   0.0,  27.9,  30.5
Southampton,02750000,     149,  18.5,        560,  47.1,  52.9,   2.1,  18.6,  13.0
Southborough,02760000,     568,  17.8,"      1,458",  47.8,  52.2,   4.7,  11.0,   3.6
Southbridge,02770000,     843,  19.3,"      2,276",  48.2,  51.8,  11.3,  17.1,  73.4
Southeastern Regional Vocational Technical,08720000,     647,  15.0,"      1,239",  43.7,  56.3,   0.6,  22.4,  56.8
Southern Berkshire,07650000,     688,  11.8,        774,  47.9,  52.1,   1.3,  18.7,  25.2
Southern Worcester County Regional Vocational Technical,08760000,     616,  13.4,"      1,082",  37.1,  62.9,   0.6,  20.5,  35.0
Southwick-Tolland-Granville Regional School District,07660000,     864,  17.1,"      1,769",  48.7,  51.3,   1.4,  14.3,  22.2
Spencer-E Brookfield,07670000,     709,  16.4,"      1,908",  46.4,  53.6,   0.5,  18.3,  40.2
Spirit of Knowledge Charter School (District),04760000,      98,  17.8,        163,  55.8,  44.2,  10.4,  19.0,  78.5
Springfield,02810000,"  13,656",  17.4,"     25,642",  48.2,  51.8,  17.0,  19.3,  88.8
Stoneham,02840000,     984,  15.9,"      2,430",  50.3,  49.7,   3.0,  17.0,  20.3
Stoughton,02850000,"   1,943",  16.9,"      3,749",  48.1,  51.9,   5.0,  15.2,  34.9
Sturbridge,02870000,     250,  22.0,        968,  45.5,  54.5,   0.0,  14.5,  12.8
Sturgis Charter Public (District),04890000,     437,  15.1,        735,  55.4,  44.6,   0.0,  11.8,   7.1
Sudbury,02880000,"   1,188",  19.9,"      3,034",  48.9,  51.1,   0.7,  14.0,   3.6
Sunderland,02890000,      45,  16.5,        186,  44.1,  55.9,  10.2,  14.0,  26.3
Sutton,02900000,     518,  20.5,"      1,623",  50.1,  49.9,   0.4,  18.2,   9.9
Swampscott,02910000,"   1,073",  20.3,"      2,323",  50.4,  49.6,   3.4,  13.0,  14.3
Swansea,02920000,"   1,336",  17.0,"      2,085",  47.1,  52.9,   0.3,  12.3,  27.8
Tantasqua,07700000,"   1,059",  15.8,"      1,799",  48.9,  51.1,   0.0,  10.8,  22.6
Taunton,02930000,"   3,057",  20.3,"      7,706",  48.6,  51.4,   2.2,  19.5,  51.2
Tewksbury,02950000,"   1,554",  20.2,"      3,836",  49.1,  50.9,   0.7,  15.9,  16.7
Tisbury,02960000,     263,  12.9,        337,  45.1,  54.9,   7.7,  15.7,  29.1
Topsfield,02980000,     166,  15.9,        607,  48.8,  51.2,   0.0,  21.9,   3.1
Tri County Regional Vocational Technical,08780000,     585,  17.0,"      1,010",  43.2,  56.8,   0.0,  25.3,  23.1
Triton,07730000,"   1,292",  18.4,"      2,880",  48.8,  51.2,   0.9,  12.3,  22.2
Truro,03000000,      87,  17.9,        142,  51.4,  48.6,   0.0,  17.6,  23.2
Tyngsborough,03010000,     964,  19.2,"      1,895",  49.1,  50.9,   0.5,  12.8,  12.2
UP Academy Charter School of Boston (District),04800000,     123,  22.9,        450,  50.4,  49.6,  20.7,  23.6,  86.0
Up-Island Regional,07740000,     156,  14.8,        324,  47.5,  52.5,   0.6,  21.6,  15.1
Upper Cape Cod Regional Vocational Technical,08790000,     365,  15.3,        657,  42.3,  57.7,   0.0,  18.4,  27.4
Uxbridge,03040000,     965,  18.5,"      1,940",  47.9,  52.1,   0.9,  14.0,  18.4
Veritas Preparatory Charter School (District),04980000,      18,  26.7,         80,  47.5,  52.5,  16.3,  15.0,  88.8
Wachusett,07750000,"   3,286",  19.3,"      7,496",  49.6,  50.4,   1.0,  14.1,   9.3
Wakefield,03050000,"   1,323",  19.0,"      3,395",  50.3,  49.7,   0.6,  14.9,  14.0
Wales,03060000,      47,  17.5,        148,  55.4,  44.6,   0.0,  18.2,  39.2
Walpole,03070000,"   1,339",  20.7,"      4,047",  50.6,  49.4,   2.4,  14.6,  14.3
Waltham,03080000,"   3,088",  15.7,"      5,049",  48.4,  51.6,  11.0,  20.8,  44.6
Ware,03090000,     386,  20.7,"      1,336",  48.7,  51.3,   1.5,  16.3,  53.8
Wareham,03100000,"   1,709",  15.8,"      2,932",  47.4,  52.6,   0.4,  21.8,  54.5
Watertown,03140000,"   1,223",  16.7,"      2,745",  48.5,  51.5,   7.4,  21.6,  31.9
Wayland,03150000,"   1,139",  17.0,"      2,720",  49.2,  50.8,   0.9,  19.1,   6.7
Webster,03160000,     656,  18.7,"      1,865",  49.5,  50.5,   2.8,  16.4,  58.9
Wellesley,03170000,"   2,183",  16.8,"      4,993",  50.4,  49.6,   1.9,  16.7,   6.0
Wellfleet,03180000,     111,  13.5,        145,  56.6,  43.4,   0.0,  13.1,  29.0
West Boylston,03220000,     541,  17.0,        953,  51.4,  48.6,   0.8,  15.0,  11.6
West Bridgewater,03230000,     706,  20.1,"      1,370",  50.4,  49.6,   1.0,   9.9,  15.6
West Springfield,03320000,"   1,794",  16.0,"      3,922",  47.7,  52.3,   7.2,  22.0,  51.4
Westborough,03210000,"   1,548",  16.6,"      3,577",  48.1,  51.9,   7.5,  14.2,   8.9
Westfield,03250000,"   3,199",  18.0,"      6,000",  47.8,  52.2,   4.5,  17.8,  41.1
Westford,03260000,"   2,319",  19.0,"      5,298",  49.1,  50.9,   1.1,  11.4,   4.1
Westhampton,03270000,      33,  18.1,        150,  50.7,  49.3,   1.3,  22.7,  12.0
Weston,03300000,"   1,028",  19.5,"      2,405",  49.4,  50.6,   3.0,  16.1,   5.1
Westport,03310000,     754,  17.5,"      1,685",  48.2,  51.8,   0.3,  15.0,  25.9
Westwood,03350000,"   1,381",  19.3,"      3,212",  50.4,  49.6,   1.0,  16.5,   4.1
Weymouth,03360000,"   2,281",  19.4,"      6,944",  48.6,  51.4,   2.5,  15.7,  27.5
Whately,03370000,      41,  15.3,        150,  49.3,  50.7,   0.0,  12.7,  22.7
Whitman-Hanson,07800000,"   1,763",  22.9,"      4,274",  48.3,  51.7,   0.3,  14.6,  22.3
Whittier Regional Vocational Technical,08850000,     712,  12.5,"      1,223",  45.2,  54.8,   0.6,  22.5,  35.5
Williamsburg,03400000,      41,  14.4,        159,  50.3,  49.7,   1.3,  15.7,  17.6
Williamstown,03410000,     124,  18.4,        446,  47.3,  52.7,   2.5,  12.3,  13.9
Wilmington,03420000,"   1,741",  18.3,"      3,548",  49.1,  50.9,   1.1,  14.6,  10.1
Winchendon,03430000,     571,  18.0,"      1,409",  48.2,  51.8,   1.1,  17.7,  44.6
Winchester,03440000,"   1,910",  19.4,"      4,409",  49.4,  50.6,   3.8,  15.0,   5.9
Winthrop,03460000,     734,  19.8,"      1,975",  50.2,  49.8,   5.3,  17.9,  33.5
Woburn,03470000,"   3,365",  17.2,"      4,825",  49.6,  50.4,   3.9,  17.9,  29.1
Worcester,03480000,"   8,962",  16.3,"     24,891",  48.1,  51.9,  32.0,  19.9,  74.1
Wrentham,03500000,     322,  20.1,"      1,175",  46.5,  53.5,   0.5,  16.6,   7.4
State Totals,00000000," 420,166",  18.2,"    961,788",  48.7,  51.3,   7.6,  16.8,  38.0