2025 Staffing Retention Rates,,,,,,,,,,
District Name,District Code,Superintendent Total,Superintendent # Retained,Superintendent % Retained,Principal Total,Principal # Retained,Principal % Retained,Teacher Total,Teacher # Retained,Teacher % Retained
Abby Kelley Foster Charter Public (District),04450000,1,1,100.0,       3,       2,66.7,     127,     101,79.5
Abington,00010000,1,0,0.0,       5,       5,100.0,     166,     149,89.8
Academy Of the Pacific Rim Charter Public (District),04120000,1,1,100.0,       2,       2,100.0,      56,      36,64.3
Acton-Boxborough,06000000,1,1,100.0,       9,       8,88.9,     404,     365,90.3
Acushnet,00030000,1,1,100.0,       2,       2,100.0,      75,      68,90.7
Advanced Math and Science Academy Charter (District),04300000,1,1,100.0,       1,       1,100.0,      89,      82,92.1
Agawam,00050000,1,1,100.0,       8,       8,100.0,     298,     262,87.9
Alma del Mar Charter School (District),04090000,1,1,100.0,       2,       1,50.0,      86,      58,67.4
Amesbury,00070000,1,1,100.0,       5,       3,60.0,     172,     151,87.8
Amherst,00080000,1,0,0.0,       3,       3,100.0,     113,     101,89.4
Amherst-Pelham,06050000,1,0,0.0,       2,       2,100.0,     124,     103,83.1
Andover,00090000,1,1,100.0,      10,       7,70.0,     482,     435,90.2
Argosy Collegiate Charter School (District),35090000,1,1,100.0,       2,       2,100.0,      57,      43,75.4
Arlington,00100000,1,1,100.0,      11,       9,81.8,     505,     448,88.7
Ashburnham-Westminster,06100000,1,1,100.0,       4,       4,100.0,     170,     153,90.0
Ashland,00140000,1,1,100.0,       4,       4,100.0,     227,     203,89.4
Assabet Valley Regional Vocational Technical,08010000,1,1,100.0,       1,       0,0.0,     114,     108,94.7
Athol-Royalston,06150000,1,1,100.0,       4,       2,50.0,     130,     103,79.2
Atlantis Charter (District),04910000,1,1,100.0,       2,       2,100.0,     100,      81,81.0
Attleboro,00160000,1,1,100.0,      11,       8,72.7,     417,     371,89.0
Auburn,00170000,1,1,100.0,       5,       3,60.0,     193,     172,89.1
Avon,00180000,1,0,0.0,       2,       1,50.0,      73,      64,87.7
Ayer Shirley School District,06160000,1,1,100.0,       4,       3,75.0,     143,     122,85.3
Barnstable,00200000,1,1,100.0,       9,       6,66.7,     450,     398,88.4
Baystate Academy Charter Public School (District),35020000,1,1,100.0,       1,       0,0.0,      60,      29,48.3
Bedford,00230000,1,1,100.0,       4,       3,75.0,     245,     215,87.8
Belchertown,00240000,1,1,100.0,       5,       3,60.0,     173,     155,89.6
Bellingham,00250000,1,1,100.0,       5,       5,100.0,     156,     138,88.5
Belmont,00260000,1,1,100.0,       7,       4,57.1,     306,     281,91.8
Benjamin Banneker Charter Public (District),04200000,1,1,100.0,       1,       1,100.0,      21,      19,90.5
Benjamin Franklin Classical Charter Public (District),04470000,1,1,100.0,       1,       1,100.0,      55,      51,92.7
Berkley,00270000,1,1,100.0,       2,       2,100.0,      69,      63,91.3
Berkshire Arts and Technology Charter Public (District),04140000,1,1,100.0,       1,       0,0.0,      40,      28,70.0
Berkshire Hills,06180000,1,1,100.0,       3,       0,0.0,     120,     110,91.7
Berlin-Boylston,06200000,1,0,0.0,       3,       3,100.0,      96,      88,91.7
Beverly,00300000,1,1,100.0,       8,       8,100.0,     389,     347,89.2
Billerica,00310000,1,1,100.0,       8,       7,87.5,     381,     354,92.9
Blackstone Valley Regional Vocational Technical,08050000,1,1,100.0,       1,       1,100.0,     108,     100,92.6
Blackstone-Millville,06220000,1,1,100.0,       4,       3,75.0,     119,      91,76.5
Blue Hills Regional Vocational Technical,08060000,1,1,100.0,       1,       1,100.0,      82,      76,92.7
Boston,00350000,1,1,100.0,     120,      92,76.7,"   4,595","   3,850",83.8
Boston Collegiate Charter (District),04490000,1,1,100.0,       3,       3,100.0,      85,      61,71.8
Boston Day and Evening Academy Charter (District),04240000,1,1,100.0,       1,       1,100.0,      31,      25,80.6
Boston Green Academy Horace Mann Charter School (District),04110000,1,1,100.0,       1,       1,100.0,      49,      34,69.4
Boston Preparatory Charter Public (District),04160000,1,1,100.0,       2,       1,50.0,      69,      34,49.3
Boston Renaissance Charter Public (District),04810000,1,1,100.0,       1,       1,100.0,      83,      56,67.5
Bourne,00360000,1,1,100.0,       4,       3,75.0,     150,     136,90.7
Boxford,00380000,1,1,100.0,       2,       1,50.0,      73,      60,82.2
Braintree,00400000,1,1,100.0,      10,       9,90.0,     434,     383,88.2
Brewster,00410000,1,1,100.0,       2,       2,100.0,      51,      45,88.2
Bridge Boston Charter School (District),04170000,1,1,100.0,       1,       1,100.0,      34,      23,67.6
Bridgewater-Raynham,06250000,1,1,100.0,       8,       7,87.5,     350,     311,88.9
Brimfield,00430000,1,1,100.0,       1,       1,100.0,      28,      27,96.4
Bristol County Agricultural,09100000,1,1,100.0,       1,       1,100.0,      48,      46,95.8
Bristol-Plymouth Regional Vocational Technical,08100000,1,1,100.0,       1,       1,100.0,     104,      97,93.3
Brockton,00440000,1,0,0.0,      25,      22,88.0,     992,     878,88.5
Brooke Charter School (District),04280000,1,1,100.0,       5,       3,60.0,     188,     145,77.1
Brookfield,00450000,1,1,100.0,       1,       1,100.0,      26,      26,100.0
Brookline,00460000,1,1,100.0,      10,      10,100.0,     625,     546,87.4
Burlington,00480000,1,1,100.0,       7,       6,85.7,     341,     295,86.5
Cambridge,00490000,1,0,0.0,      18,      18,100.0,     778,     667,85.7
Canton,00500000,1,1,100.0,       7,       6,85.7,     274,     234,85.4
Cape Cod Lighthouse Charter (District),04320000,1,1,100.0,       1,       1,100.0,      27,      21,77.8
Cape Cod Regional Vocational Technical,08150000,1,1,100.0,       1,       1,100.0,      69,      55,79.7
Carlisle,00510000,1,1,100.0,       2,       2,100.0,      61,      56,91.8
Carver,00520000,1,1,100.0,       2,       2,100.0,     131,     115,87.8
Central Berkshire,06350000,1,1,100.0,       5,       4,80.0,     123,     113,91.9
Chelmsford,00560000,1,1,100.0,       8,       8,100.0,     391,     351,89.8
Chelsea,00570000,1,1,100.0,      11,       7,63.6,     492,     389,79.1
Chesterfield-Goshen,06320000,1,0,0.0,       1,       1,100.0,      16,      12,75.0
Chicopee,00610000,1,1,100.0,      16,      14,87.5,     618,     538,87.1
Christa McAuliffe Charter School (District),04180000,1,0,0.0,       1,       0,0.0,      34,      22,64.7
City on a Hill Charter Public School (District),04370000,1,1,100.0,       1,       0,0.0,      30,      13,43.3
Clarksburg,00630000,1,1,100.0,       1,       1,100.0,      16,      13,81.3
Clinton,00640000,1,1,100.0,       3,       2,66.7,     166,     148,89.2
Codman Academy Charter Public (District),04380000,1,0,0.0,       2,       1,50.0,      54,      27,50.0
Cohasset,00650000,1,0,0.0,       4,       3,75.0,     140,     129,92.1
Collegiate Charter School of Lowell (District),35030000,1,1,100.0,       1,       1,100.0,      89,      62,69.7
Community Charter School of Cambridge (District),04360000,1,1,100.0,       1,       1,100.0,      42,      33,78.6
Community Day Charter Public School (District),04400000,1,1,100.0,      13,      10,76.9,     136,     109,80.1
Concord,00670000,1,1,100.0,       4,       4,100.0,     191,     178,93.2
Concord-Carlisle,06400000,1,1,100.0,       2,       2,100.0,     117,     104,88.9
Conservatory Lab Charter (District),04390000,1,1,100.0,       1,       1,100.0,      30,      21,70.0
Conway,00680000,1,1,100.0,       1,       1,100.0,      20,      18,90.0
Danvers,00710000,1,1,100.0,       6,       4,66.7,     273,     238,87.2
Dartmouth,00720000,2,1,50.0,       6,       4,66.7,     289,     266,92.0
Dedham,00730000,1,1,100.0,       7,       7,100.0,     261,     239,91.6
Deerfield,00740000,1,1,100.0,       1,       1,100.0,      35,      30,85.7
Dennis-Yarmouth,06450000,1,1,100.0,       6,       5,83.3,     300,     253,84.3
Dighton-Rehoboth,06500000,1,1,100.0,       5,       4,80.0,     218,     195,89.4
Douglas,00770000,1,1,100.0,       4,       3,75.0,     103,      91,88.3
Dover,00780000,1,1,100.0,       1,       1,100.0,      47,      40,85.1
Dover-Sherborn,06550000,1,1,100.0,       2,       2,100.0,     113,     105,92.9
Dracut,00790000,1,1,100.0,       6,       5,83.3,     251,     214,85.3
Dudley Street Neighborhood Charter School (District),04070000,1,1,100.0,       1,       1,100.0,      19,      14,73.7
Dudley-Charlton Reg,06580000,1,1,100.0,       7,       5,71.4,     268,     244,91.0
Duxbury,00820000,1,1,100.0,       4,       3,75.0,     244,     219,89.8
East Bridgewater,00830000,1,1,100.0,       3,       3,100.0,     170,     147,86.5
East Longmeadow,00870000,1,1,100.0,       6,       6,100.0,     208,     186,89.4
Eastham,00850000,1,1,100.0,       1,       1,100.0,      21,      19,90.5
Easthampton,00860000,1,1,100.0,       5,       5,100.0,     119,     102,85.7
Easton,00880000,1,1,100.0,       4,       4,100.0,     272,     250,91.9
Edgartown,00890000,1,1,100.0,       1,       0,0.0,      56,      44,78.6
Edward M. Kennedy Academy for Health Careers: A Horace Mann Charter Public School (District),04520000,1,1,100.0,       1,       1,100.0,      39,      33,84.6
Erving,00910000,1,0,0.0,       1,       1,100.0,      21,      18,85.7
Essex North Shore Agricultural and Technical School District,08170000,1,1,100.0,       1,       1,100.0,     159,     139,87.4
Everett,00930000,1,0,0.0,      12,      10,83.3,     596,     512,85.9
Excel Academy Charter (District),04100000,1,1,100.0,       4,       2,50.0,     137,      97,70.8
Fairhaven,00940000,1,1,100.0,       4,       4,100.0,     142,     130,91.5
Fall River,00950000,1,0,0.0,      18,      16,88.9,     925,     730,78.9
Falmouth,00960000,1,1,100.0,       7,       7,100.0,     309,     275,89.0
Farmington River Reg,06620000,1,1,100.0,       2,       2,100.0,      15,      13,86.7
Fitchburg,00970000,1,1,100.0,       8,       5,62.5,     450,     368,81.8
Florida,00980000,1,1,100.0,       1,       1,100.0,      12,       8,66.7
Four Rivers Charter Public (District),04130000,1,1,100.0,       1,       1,100.0,      27,      17,63.0
Foxborough,00990000,1,1,100.0,       5,       5,100.0,     223,     205,91.9
Foxborough Regional Charter (District),04460000,1,0,0.0,       4,       3,75.0,     120,      82,68.3
Framingham,01000000,1,1,100.0,      15,       8,53.3,     835,     683,81.8
Francis W. Parker Charter Essential (District),04780000,1,1,100.0,       1,       1,100.0,      47,      37,78.7
Franklin,01010000,1,1,100.0,      11,       8,72.7,     393,     334,85.0
Franklin County Regional Vocational Technical,08180000,1,1,100.0,       1,       1,100.0,      59,      53,89.8
Freetown-Lakeville,06650000,1,1,100.0,       5,       4,80.0,     216,     197,91.2
Frontier,06700000,1,1,100.0,       1,       1,100.0,      54,      51,94.4
Gardner,01030000,1,1,100.0,       3,       2,66.7,     188,     158,84.0
Gateway,06720000,1,1,100.0,       3,       2,66.7,      84,      74,88.1
Georgetown,01050000,1,1,100.0,       3,       2,66.7,     102,      74,72.5
Gill-Montague,06740000,1,1,100.0,       4,       2,50.0,      96,      80,83.3
Global Learning Charter Public (District),04960000,1,0,0.0,       1,       1,100.0,      47,      41,87.2
Gloucester,01070000,1,1,100.0,       7,       7,100.0,     270,     238,88.1
Gosnold,01090000,,,,,,,,,
Grafton,01100000,1,1,100.0,       7,       7,100.0,     247,     222,89.9
Granby,01110000,1,0,0.0,       2,       2,100.0,      62,      55,88.7
Greater Commonwealth Virtual District,39010000,1,1,100.0,       1,       1,100.0,      78,      64,82.1
Greater Fall River Regional Vocational Technical,08210000,1,1,100.0,       1,       1,100.0,     144,     136,94.4
Greater Lawrence Regional Vocational Technical,08230000,1,1,100.0,       1,       0,0.0,     165,     145,87.9
Greater Lowell Regional Vocational Technical,08280000,1,1,100.0,       1,       1,100.0,     216,     202,93.5
Greater New Bedford Regional Vocational Technical,08250000,1,1,100.0,       1,       1,100.0,     197,     171,86.8
Greenfield,01140000,1,0,0.0,       6,       3,50.0,     134,     103,76.9
Groton-Dunstable,06730000,1,0,0.0,       5,       5,100.0,     190,     166,87.4
Hadley,01170000,1,1,100.0,       2,       2,100.0,      49,      47,95.9
Halifax,01180000,1,1,100.0,       1,       1,100.0,      41,      37,90.2
Hamilton-Wenham,06750000,1,1,100.0,       5,       4,80.0,     155,     133,85.8
Hampden Charter School of Science (District),04990000,1,1,100.0,       1,       1,100.0,      47,      39,83.0
Hampden-Wilbraham,06800000,1,1,100.0,       6,       6,100.0,     211,     189,89.6
Hampshire,06830000,1,0,0.0,       1,       1,100.0,      72,      65,90.3
Hancock,01210000,1,1,100.0,       1,       1,100.0,      10,       6,60.0
Hanover,01220000,1,1,100.0,       4,       3,75.0,     208,     171,82.2
Harvard,01250000,1,1,100.0,       3,       2,66.7,      90,      75,83.3
Hatfield,01270000,1,0,0.0,       2,       2,100.0,      44,      38,86.4
Haverhill,01280000,1,1,100.0,      15,      11,73.3,     675,     583,86.4
Hawlemont,06850000,1,1,100.0,       1,       1,100.0,      10,       9,90.0
Hill View Montessori Charter Public (District),04550000,1,1,100.0,       1,       1,100.0,      24,      18,75.0
Hilltown Cooperative Charter Public (District),04500000,1,0,0.0,       1,       0,0.0,      24,      21,87.5
Hingham,01310000,1,0,0.0,       8,       6,75.0,     315,     283,89.8
Holbrook,01330000,1,1,100.0,       2,       2,100.0,     104,      92,88.5
Holland,01350000,1,1,100.0,       1,       1,100.0,      21,      17,81.0
Holliston,01360000,1,1,100.0,       4,       4,100.0,     223,     193,86.5
Holyoke,01370000,1,1,100.0,      12,       9,75.0,     423,     320,75.7
Holyoke Community Charter (District),04530000,1,1,100.0,       1,       1,100.0,      36,      28,77.8
Hoosac Valley Regional,06030000,1,1,100.0,       3,       2,66.7,      99,      74,74.7
Hopedale,01380000,1,1,100.0,       3,       3,100.0,     101,      88,87.1
Hopkinton,01390000,1,1,100.0,       5,       5,100.0,     310,     295,95.2
Hudson,01410000,1,1,100.0,       5,       5,100.0,     238,     207,87.0
Hull,01420000,1,0,0.0,       3,       1,33.3,      80,      67,83.8
Innovation Academy Charter (District),04350000,1,1,100.0,       1,       1,100.0,      80,      65,81.3
Ipswich,01440000,1,1,100.0,       4,       3,75.0,     166,     154,92.8
KIPP Academy Boston Charter School (District),04630000,1,1,100.0,       1,       1,100.0,      55,      43,78.2
KIPP Academy Lynn Charter (District),04290000,1,1,100.0,       3,       2,66.7,     123,      77,62.6
King Philip,06900000,1,1,100.0,       2,       2,100.0,     143,     127,88.8
Kingston,01450000,1,1,100.0,       3,       2,66.7,      82,      65,79.3
Lawrence,01490000,1,0,0.0,      35,      23,65.7,"   1,228",     921,75.0
Lawrence Family Development Charter (District),04540000,1,0,0.0,       1,       1,100.0,      68,      52,76.5
Learning First Charter Public School (District),04860000,1,1,100.0,       2,       2,100.0,      35,      23,65.7
Lee,01500000,1,1,100.0,       2,       1,50.0,      73,      67,91.8
Leicester,01510000,1,1,100.0,       3,       2,66.7,     112,      95,84.8
Lenox,01520000,1,1,100.0,       2,       2,100.0,      83,      75,90.4
Leominster,01530000,1,0,0.0,      11,      10,90.9,     459,     399,86.9
Leverett,01540000,1,0,0.0,       1,       0,0.0,      17,      13,76.5
Lexington,01550000,1,1,100.0,      10,      10,100.0,     675,     614,91.0
Libertas Academy Charter School (District),35140000,1,1,100.0,       1,       0,0.0,      55,      27,49.1
Lincoln,01570000,1,1,100.0,       4,       4,100.0,     123,     111,90.2
Lincoln-Sudbury,06950000,1,1,100.0,       1,       1,100.0,     145,     135,93.1
Littleton,01580000,1,1,100.0,       4,       3,75.0,     129,     117,90.7
Longmeadow,01590000,1,1,100.0,       6,       5,83.3,     250,     230,92.0
Lowell,01600000,1,1,100.0,      32,      26,81.3,"   1,191","   1,044",87.7
Lowell Community Charter Public (District),04560000,1,1,100.0,       2,       2,100.0,      68,      58,85.3
Lowell Middlesex Academy Charter (District),04580000,1,1,100.0,       1,       1,100.0,       7,       5,71.4
Ludlow,01610000,1,1,100.0,       4,       3,75.0,     196,     174,88.8
Lunenburg,01620000,1,1,100.0,       4,       3,75.0,     121,      97,80.2
Lynn,01630000,1,1,100.0,      27,      22,81.5,"   1,335","   1,099",82.3
Lynnfield,01640000,1,0,0.0,       4,       3,75.0,     176,     149,84.7
Ma Academy for Math and Science,04680000,1,1,100.0,       1,       1,100.0,       6,       6,100.0
Malden,01650000,1,0,0.0,       7,       7,100.0,     482,     410,85.1
Manchester Essex Regional,06980000,1,1,100.0,       4,       3,75.0,     129,     115,89.1
Mansfield,01670000,1,1,100.0,       5,       3,60.0,     304,     271,89.1
